old_path,content_type,title,current_url,destination,new_url,status,migration_notes
_learning/networking/networking-mastery-roadmap.md,Roadmap,Networking Mastery Roadmap,/learning/networking-mastery/,tracks/,/learning/networking-mastery/,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/networking/networking-mastery/m01-osi-tcpip.md,Concept,M01 - OSI and TCP/IP Model,/learning/networking-mastery/m01-osi-tcpip/,concepts/,/learning/networking-mastery/m01-osi-tcpip/,MIGRATE,"HTML-heavy (435 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m02-ethernet-l2.md,Concept,M02 - Ethernet and Layer 2,/learning/networking-mastery/m02-ethernet-l2/,concepts/,/learning/networking-mastery/m02-ethernet-l2/,MIGRATE,"HTML-heavy (504 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m03-ipv4.md,Concept,M03 - IPv4 Deep Dive,/learning/networking-mastery/m03-ipv4/,concepts/,/learning/networking-mastery/m03-ipv4/,MIGRATE,"HTML-heavy (426 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m04-ipv6.md,Concept,M04 - IPv6,/learning/networking-mastery/m04-ipv6/,concepts/,/learning/networking-mastery/m04-ipv6/,MIGRATE,"HTML-heavy (441 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m05-tcp.md,Concept,M05 - TCP Internals,/learning/networking-mastery/m05-tcp/,concepts/,/learning/networking-mastery/m05-tcp/,MIGRATE,"HTML-heavy (705 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m06-udp-icmp.md,Concept,M06 - UDP and ICMP,/learning/networking-mastery/m06-udp-icmp/,concepts/,/learning/networking-mastery/m06-udp-icmp/,MIGRATE,"HTML-heavy (383 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m07-dns.md,Concept,M07 - DNS,/learning/networking-mastery/m07-dns/,concepts/,/learning/networking-mastery/m07-dns/,MIGRATE,"HTML-heavy (514 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m08-http.md,Concept,"M08 - HTTP/1.1, HTTP/2, HTTP/3 and QUIC",/learning/networking-mastery/m08-http/,concepts/,/learning/networking-mastery/m08-http/,MIGRATE,"HTML-heavy (495 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m09-app-protocols.md,Concept,"M09 - SMTP, FTP, and DHCP",/learning/networking-mastery/m09-app-protocols/,concepts/,/learning/networking-mastery/m09-app-protocols/,MIGRATE,"HTML-heavy (413 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m10-routing-fundamentals.md,Concept,M10 - Routing Fundamentals and FIB,/learning/networking-mastery/m10-routing-fundamentals/,concepts/,/learning/networking-mastery/m10-routing-fundamentals/,MIGRATE,"HTML-heavy (277 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m11-ospf.md,Concept,M11 - OSPF Internals,/learning/networking-mastery/m11-ospf/,concepts/,/learning/networking-mastery/m11-ospf/,MIGRATE,Some inline HTML (180 tags)
_learning/networking/networking-mastery/m12-bgp.md,Concept,M12 - BGP Internals,/learning/networking-mastery/m12-bgp/,concepts/,/learning/networking-mastery/m12-bgp/,MIGRATE,Some inline HTML (163 tags)
_learning/networking/networking-mastery/m13-tunneling.md,Concept,"M13 - MPLS, VxLAN, GRE and Tunneling",/learning/networking-mastery/m13-tunneling/,concepts/,/learning/networking-mastery/m13-tunneling/,MIGRATE,Some inline HTML (155 tags)
_learning/networking/networking-mastery/m14-linux-stack.md,Concept,M14 - Linux Network Stack,/learning/networking-mastery/m14-linux-stack/,concepts/,/learning/networking-mastery/m14-linux-stack/,MIGRATE,"HTML-heavy (255 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m15-sockets.md,Concept,M15 - Socket Programming,/learning/networking-mastery/m15-sockets/,concepts/,/learning/networking-mastery/m15-sockets/,MIGRATE,"HTML-heavy (283 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m16-ebpf-xdp.md,Concept,M16 - eBPF and XDP,/learning/networking-mastery/m16-ebpf-xdp/,concepts/,/learning/networking-mastery/m16-ebpf-xdp/,MIGRATE,"HTML-heavy (224 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m17-dpdk.md,Concept,M17 - High-Performance Networking with DPDK,/learning/networking-mastery/m17-dpdk/,concepts/,/learning/networking-mastery/m17-dpdk/,MIGRATE,"HTML-heavy (281 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m18-vpp.md,Concept,M18 - VPP and Data Plane Development,/learning/networking-mastery/m18-vpp/,concepts/,/learning/networking-mastery/m18-vpp/,MIGRATE,"HTML-heavy (252 presentational tags) — migrate as .md, convert to MDX later"
_learning/networking/networking-mastery/m19-cryptography.md,Concept,M19 - Cryptography Foundations,/learning/networking-mastery/m19-cryptography/,concepts/,/learning/networking-mastery/m19-cryptography/,MIGRATE,Some inline HTML (153 tags)
_learning/networking/networking-mastery/m20-tls.md,Concept,M20 - TLS Internals,/learning/networking-mastery/m20-tls/,concepts/,/learning/networking-mastery/m20-tls/,MIGRATE,Some inline HTML (153 tags)
_learning/networking/networking-mastery/m21-ipsec.md,Concept,M21 - IPsec and IKEv2,/learning/networking-mastery/m21-ipsec/,concepts/,/learning/networking-mastery/m21-ipsec/,MIGRATE,Some inline HTML (167 tags)
_learning/networking/networking-mastery/m22-ssl-inspection.md,Concept,M22 - SSL Inspection and PKI Operations,/learning/networking-mastery/m22-ssl-inspection/,concepts/,/learning/networking-mastery/m22-ssl-inspection/,MIGRATE,Some inline HTML (159 tags)
_learning/networking/networking-mastery/m23-conntrack-nat.md,Concept,M23 - Connection Tracking and NAT,/learning/networking-mastery/m23-conntrack-nat/,concepts/,/learning/networking-mastery/m23-conntrack-nat/,MIGRATE,Some inline HTML (168 tags)
_learning/networking/networking-mastery/m24-dpi.md,Concept,M24 - Deep Packet Inspection and Application Identification,/learning/networking-mastery/m24-dpi/,concepts/,/learning/networking-mastery/m24-dpi/,MIGRATE,Some inline HTML (137 tags)
_learning/networking/networking-mastery/m25-ids-ips.md,Concept,M25 - IDS/IPS and Threat Detection,/learning/networking-mastery/m25-ids-ips/,concepts/,/learning/networking-mastery/m25-ids-ips/,MIGRATE,Some inline HTML (124 tags)
_learning/networking/networking-mastery/m26-policy-capstone.md,Concept,M26 - Policy Engine and NGFW Capstone,/learning/networking-mastery/m26-policy-capstone/,concepts/,/learning/networking-mastery/m26-policy-capstone/,MIGRATE,Some inline HTML (144 tags)
_learning/oop/design-patterns.md,Concept,Design Patterns,/learning/oop/design-patterns/,concepts/,/learning/oop/design-patterns/,MIGRATE,
_learning/oop/index.md,Section index,Object Oriented Programming (OOPs),/learning/oop/,(derived),/learning/oop/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/oop/principles.md,Concept,OOP Principles (SOLID etc.),/learning/oop/principles/,concepts/,/learning/oop/principles/,MIGRATE,
_learning/oop/topics.md,Concept,OOP Topics,/learning/oop/topics/,concepts/,/learning/oop/topics/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/operating-systems/index.md,Section index,Operating Systems,/learning/operating-systems/,(derived),/learning/operating-systems/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/operating-systems/memory.md,Concept,Memory Management,/learning/operating-systems/memory/,concepts/,/learning/operating-systems/memory/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/operating-systems/processes.md,Concept,Processes,/learning/operating-systems/processes/,concepts/,/learning/operating-systems/processes/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/operating-systems/scheduling.md,Concept,CPU Scheduling,/learning/operating-systems/scheduling/,concepts/,/learning/operating-systems/scheduling/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/operating-systems/topics.md,Concept,Operating Systems Topics,/learning/operating-systems/topics/,concepts/,/learning/operating-systems/topics/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/programming-language/c/c-basics/01-memory-layout.md,Concept,Memory Layout in C,/learning/programming-language/c/c-basics/memory-layout/,concepts/,/learning/programming-language/c/c-basics/memory-layout/,MIGRATE,
_learning/programming-language/c/c-basics/02-pointers.md,Concept,Pointers in C,/learning/programming-language/c/c-basics/pointers/,concepts/,/learning/programming-language/c/c-basics/pointers/,MIGRATE,
_learning/programming-language/c/c-basics/03-stack-frame-call-stack.md,Concept,Stack Frame and Call Stack,/learning/programming-language/c/c-basics/stack-frame/,concepts/,/learning/programming-language/c/c-basics/stack-frame/,MIGRATE,
_learning/programming-language/c/c-basics/04-arrays-and-pointers.md,Concept,Arrays and Pointers,/learning/programming-language/c/c-basics/arrays-and-pointers/,concepts/,/learning/programming-language/c/c-basics/arrays-and-pointers/,MIGRATE,
_learning/programming-language/c/c-basics/05-multidimensional-arrays.md,Concept,Multidimensional Arrays & Pointers,/learning/programming-language/c/c-basics/multidimensional-arrays/,concepts/,/learning/programming-language/c/c-basics/multidimensional-arrays/,MIGRATE,
_learning/programming-language/c/c-basics/06-pointers-and-const.md,Concept,Pointers and const,/learning/programming-language/c/c-basics/pointers-const/,concepts/,/learning/programming-language/c/c-basics/pointers-const/,MIGRATE,
_learning/programming-language/c/c-basics/07-function-pointers.md,Concept,Function Pointers,/learning/programming-language/c/c-basics/function-pointers/,concepts/,/learning/programming-language/c/c-basics/function-pointers/,MIGRATE,
_learning/programming-language/c/c-basics/08-dynamic-memory-allocation.md,Concept,Dynamic Memory Allocation,/learning/programming-language/c/c-basics/dynamic-memory/,concepts/,/learning/programming-language/c/c-basics/dynamic-memory/,MIGRATE,
_learning/programming-language/c/c-basics/09-structures.md,Concept,Structures in C,/learning/programming-language/c/c-basics/structures/,concepts/,/learning/programming-language/c/c-basics/structures/,MIGRATE,
_learning/programming-language/c/c-basics/10-padding-packing.md,Concept,"Padding, Alignment and Packing",/learning/programming-language/c/c-basics/padding-packing/,concepts/,/learning/programming-language/c/c-basics/padding-packing/,MIGRATE,
_learning/programming-language/c/c-basics/11-c-compilation-process.md,Concept,C Compilation Process (Deep Dive),/learning/programming-language/c/c-basics/c-compilation-process/,concepts/,/learning/programming-language/c/c-basics/c-compilation-process/,MIGRATE,
_learning/programming-language/c/c-basics/c_pointer_practice.md,Concept,C Pointer Practice,/learning/programming-language/c/c-basics/pointer-practice/,concepts/,/learning/programming-language/c/c-basics/pointer-practice/,MIGRATE,
_learning/programming-language/c/c-basics/index.md,Section index,C Basics,/learning/programming-language/c/c-basics/,(derived),/learning/programming-language/c/c-basics/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/c/index.md,Section index,C Language,/learning/programming-language/c/,(derived),/learning/programming-language/c/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/cpp/CPP_CONCEPTS.md,Concept,Cpp_Concepts,/learning/programming-language/cpp/CPP_CONCEPTS/,concepts/,/learning/programming-language/cpp/CPP_CONCEPTS/,MIGRATE,
_learning/programming-language/cpp/index.md,Section index,C++ Language,/learning/programming-language/cpp/,(derived),/learning/programming-language/cpp/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/cpp/lambda-functions/examples.md,Concept,Examples,/learning/programming-language/cpp/lambda-functions/examples/,concepts/,/learning/programming-language/cpp/lambda-functions/examples/,MIGRATE,
_learning/programming-language/cpp/lambda-functions/index.md,Section index,C++ Language,/learning/programming-language/cpp/lambda-functions,(derived),/learning/programming-language/cpp/lambda-functions,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/go/index.md,Section index,Go Language,/learning/programming-language/go/,(derived),/learning/programming-language/go/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/index.md,Section index,Programming Languages,/learning/programming-language/,(derived),/learning/programming-language/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/00-foundation/compilation-execution.md,Concept,Java Compilation & Execution Flow,/learning/programming-language/java/00-foundation/compilation-execution/,concepts/,/learning/programming-language/java/00-foundation/compilation-execution/,MIGRATE,
_learning/programming-language/java/00-foundation/index.md,Section index,Foundation,/learning/programming-language/java/00-foundation/,(derived),/learning/programming-language/java/00-foundation/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/01-basics/index.md,Section index,Basics,/learning/programming-language/java/01-basics/,(derived),/learning/programming-language/java/01-basics/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/01-basics/java-method.md,Concept,Java Methods – Declaration & Access Specifiers,/learning/programming-language/java/01-basics/java-method/,concepts/,/learning/programming-language/java/01-basics/java-method/,MIGRATE,
_learning/programming-language/java/01-basics/primitive-data-types.md,Concept,Java Primitive Data Types – Complete Guide,/learning/programming-language/java/01-basics/primitive-data-types/,concepts/,/learning/programming-language/java/01-basics/primitive-data-types/,MIGRATE,
_learning/programming-language/java/01-basics/reference-data-type.md,Concept,Java Reference Data Types – Core Notes,/learning/programming-language/java/01-basics/reference-data-type/,concepts/,/learning/programming-language/java/01-basics/reference-data-type/,MIGRATE,
_learning/programming-language/java/01-basics/static-method.md,Concept,Static Methods in Java,/learning/programming-language/java/01-basics/static-method/,concepts/,/learning/programming-language/java/01-basics/static-method/,MIGRATE,
_learning/programming-language/java/01-basics/var-args.md,Concept,Variable Arguments (Varargs) in Java,/learning/programming-language/java/01-basics/var-args/,concepts/,/learning/programming-language/java/01-basics/var-args/,MIGRATE,
_learning/programming-language/java/02-oop/index.md,Section index,OOP,/learning/programming-language/java/02-oop/,(derived),/learning/programming-language/java/02-oop/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/03-core-java/index.md,Section index,Core Java,/learning/programming-language/java/03-core-java/,(derived),/learning/programming-language/java/03-core-java/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/03-core-java/java-constructor.md,Concept,Constructors in Java – Initialization & Object Creation,/learning/programming-language/java/03-core-java/java-constructor/,concepts/,/learning/programming-language/java/03-core-java/java-constructor/,MIGRATE,
_learning/programming-language/java/03-core-java/memory-management-garbage-collection.md,Concept,Memory Management & Garbage Collection in Java,/learning/programming-language/java/03-core-java/memory-management-garbage-collection/,concepts/,/learning/programming-language/java/03-core-java/memory-management-garbage-collection/,MIGRATE,
_learning/programming-language/java/04-collections/index.md,Section index,Collections,/learning/programming-language/java/04-collections/,(derived),/learning/programming-language/java/04-collections/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/05-exception-handling/index.md,Section index,Exception Handling,/learning/programming-language/java/05-exception-handling/,(derived),/learning/programming-language/java/05-exception-handling/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/06-multithreading/index.md,Section index,Multithreading,/learning/programming-language/java/06-multithreading/,(derived),/learning/programming-language/java/06-multithreading/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/07-java-8-plus/index.md,Section index,Java 8+,/learning/programming-language/java/07-java-8-plus/,(derived),/learning/programming-language/java/07-java-8-plus/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/08-jvm-internals/index.md,Section index,JVM Internals,/learning/programming-language/java/08-jvm-internals/,(derived),/learning/programming-language/java/08-jvm-internals/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/09-design-principles/index.md,Section index,Design Principles,/learning/programming-language/java/09-design-principles/,(derived),/learning/programming-language/java/09-design-principles/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/10-design-patterns/index.md,Section index,Design Patterns,/learning/programming-language/java/10-design-patterns/,(derived),/learning/programming-language/java/10-design-patterns/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/11-java-for-system-design/index.md,Section index,Java for System Design,/learning/programming-language/java/11-java-for-system-design/,(derived),/learning/programming-language/java/11-java-for-system-design/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/index.md,Section index,Java Language,/learning/programming-language/java/,(derived),/learning/programming-language/java/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/journal/2026-01-03.md,Concept,Java Journal - 2026-01-03,/learning/programming-language/java/journal/2026-01-03/,concepts/,/learning/programming-language/java/journal/2026-01-03/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/programming-language/java/journal/2026-01-04.md,Concept,Java Journal - 2026-01-04,/learning/programming-language/java/journal/2026-01-04/,concepts/,/learning/programming-language/java/journal/2026-01-04/,MIGRATE,
_learning/programming-language/java/journal/index.md,Section index,Java Learning Journal,/learning/programming-language/java/journal/,(derived),/learning/programming-language/java/journal/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/java/journal/template.md,Concept,Java Journal - YYYY-MM-DD,/learning/programming-language/java/journal/template/,concepts/,/learning/programming-language/java/journal/template/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/programming-language/javascript/index.md,Section index,JavaScript Language,/learning/programming-language/javascript/,(derived),/learning/programming-language/javascript/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/python/index.md,Section index,Python Language,/learning/programming-language/python/,(derived),/learning/programming-language/python/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/programming-language/rust/index.md,Section index,Rust Language,/learning/programming-language/rust/,(derived),/learning/programming-language/rust/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/README.md,Concept,System Design Learning Hub,/learning/system-design/README/,concepts/,/learning/system-design/README/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/foundation/phase0-foundation.md,Concept,Phase 0 — Foundation Primer,/learning/system-design/foundation/phase0-foundation/,concepts/,/learning/system-design/foundation/phase0-foundation/,MIGRATE,"HTML-heavy (464 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/fundamentals/cap-theorem.md,Concept,CAP Theorem,/learning/system-design/fundamentals/cap-theorem/,concepts/,/learning/system-design/fundamentals/cap-theorem/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/fundamentals/index.md,Section index,System Design Fundamentals,/learning/system-design/fundamentals/,(derived),/learning/system-design/fundamentals/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/fundamentals/latency-vs-throughput.md,Concept,Latency vs Throughput,/learning/system-design/fundamentals/latency-vs-throughput/,concepts/,/learning/system-design/fundamentals/latency-vs-throughput/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/fundamentals/scalability.md,Concept,Scalability,/learning/system-design/fundamentals/scalability/,concepts/,/learning/system-design/fundamentals/scalability/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/high-level.md,Concept,High-Level Design,/learning/system-design/high-level/,concepts/,/learning/system-design/high-level/,MIGRATE,
_learning/system-design/hld/index.md,Section index,High-Level Design (HLD),/learning/system-design/hld/,(derived),/learning/system-design/hld/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/hld/module-b1-hld-fundamentals.md,Concept,Module B1 — HLD Fundamentals | HLD Track,/learning/system-design/hld/module-b1-hld-fundamentals/,concepts/,/learning/system-design/hld/module-b1-hld-fundamentals/,MIGRATE,"HTML-heavy (405 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b1-notes.md,Concept,Module B1 — HLD Fundamentals | Full Notes,/learning/system-design/hld/module-b1-notes/,concepts/,/learning/system-design/hld/module-b1-notes/,MIGRATE,
_learning/system-design/hld/module-b10-consistent-hashing.md,Concept,Module B10: Consistent Hashing,/learning/system-design/hld/module-b10-consistent-hashing/,concepts/,/learning/system-design/hld/module-b10-consistent-hashing/,MIGRATE,"HTML-heavy (472 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b10-notes.md,Concept,Module B10 Notes: Consistent Hashing,/learning/system-design/hld/module-b10-notes/,concepts/,/learning/system-design/hld/module-b10-notes/,MIGRATE,
_learning/system-design/hld/module-b11-distributed-tx.md,Concept,"Module B11: ACID, Distributed Transactions & Saga",/learning/system-design/hld/module-b11-distributed-tx/,concepts/,/learning/system-design/hld/module-b11-distributed-tx/,MIGRATE,"HTML-heavy (556 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b11-notes.md,Concept,"Module B11 Notes: ACID, Distributed Transactions & Saga",/learning/system-design/hld/module-b11-notes/,concepts/,/learning/system-design/hld/module-b11-notes/,MIGRATE,
_learning/system-design/hld/module-b12-interview-framework.md,Concept,Module B12: System Design Interview Framework,/learning/system-design/hld/module-b12-interview-framework/,concepts/,/learning/system-design/hld/module-b12-interview-framework/,MIGRATE,"HTML-heavy (383 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b12-notes.md,Concept,Module B12 Notes: System Design Interview Framework,/learning/system-design/hld/module-b12-notes/,concepts/,/learning/system-design/hld/module-b12-notes/,MIGRATE,
_learning/system-design/hld/module-b13-ml-systems.md,Concept,Module B13: ML Systems Design,/learning/system-design/hld/module-b13-ml-systems/,concepts/,/learning/system-design/hld/module-b13-ml-systems/,MIGRATE,"HTML-heavy (649 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b13-notes.md,Concept,Module B13: ML Systems Design — Study Notes,/learning/system-design/hld/module-b13-notes/,concepts/,/learning/system-design/hld/module-b13-notes/,MIGRATE,
_learning/system-design/hld/module-b14-kubernetes.md,Concept,Module B14: Kubernetes & Container Orchestration,/learning/system-design/hld/module-b14-kubernetes/,concepts/,/learning/system-design/hld/module-b14-kubernetes/,MIGRATE,Some inline HTML (144 tags)
_learning/system-design/hld/module-b2-databases-at-scale.md,Concept,Module B2 — Databases at Scale | HLD Track,/learning/system-design/hld/module-b2-databases-at-scale/,concepts/,/learning/system-design/hld/module-b2-databases-at-scale/,MIGRATE,"HTML-heavy (420 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b2-notes.md,Concept,Module B2 — Databases at Scale | Full Notes,/learning/system-design/hld/module-b2-notes/,concepts/,/learning/system-design/hld/module-b2-notes/,MIGRATE,
_learning/system-design/hld/module-b3-caching.md,Concept,Module B3 — Caching | HLD Track,/learning/system-design/hld/module-b3-caching/,concepts/,/learning/system-design/hld/module-b3-caching/,MIGRATE,"HTML-heavy (661 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b3-notes.md,Concept,Module B3 — Caching | Full Notes,/learning/system-design/hld/module-b3-notes/,concepts/,/learning/system-design/hld/module-b3-notes/,MIGRATE,
_learning/system-design/hld/module-b4-message-queues.md,Concept,Module B4 — Message Queues,/learning/system-design/hld/module-b4-message-queues/,concepts/,/learning/system-design/hld/module-b4-message-queues/,MIGRATE,"HTML-heavy (463 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b4-notes.md,Concept,Module B4 Notes — Message Queues,/learning/system-design/hld/module-b4-notes/,concepts/,/learning/system-design/hld/module-b4-notes/,MIGRATE,
_learning/system-design/hld/module-b5-notes.md,Concept,Module B5 — URL Shortener Notes,/learning/system-design/hld/module-b5-notes/,concepts/,/learning/system-design/hld/module-b5-notes/,MIGRATE,
_learning/system-design/hld/module-b5-url-shortener.md,Concept,Module B5 — URL Shortener,/learning/system-design/hld/module-b5-url-shortener/,concepts/,/learning/system-design/hld/module-b5-url-shortener/,MIGRATE,"HTML-heavy (531 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b6-notes.md,Concept,Module B6 Notes: Twitter/X Feed,/learning/system-design/hld/module-b6-notes/,concepts/,/learning/system-design/hld/module-b6-notes/,MIGRATE,
_learning/system-design/hld/module-b6-twitter-feed.md,Concept,Module B6: Twitter/X Feed,/learning/system-design/hld/module-b6-twitter-feed/,concepts/,/learning/system-design/hld/module-b6-twitter-feed/,MIGRATE,"HTML-heavy (498 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b7-notes.md,Concept,Module B7 Notes: WhatsApp,/learning/system-design/hld/module-b7-notes/,concepts/,/learning/system-design/hld/module-b7-notes/,MIGRATE,
_learning/system-design/hld/module-b7-whatsapp.md,Concept,Module B7: WhatsApp,/learning/system-design/hld/module-b7-whatsapp/,concepts/,/learning/system-design/hld/module-b7-whatsapp/,MIGRATE,"HTML-heavy (462 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b8-youtube-notes.md,Concept,Module B8 Notes: YouTube,/learning/system-design/hld/module-b8-notes/,concepts/,/learning/system-design/hld/module-b8-notes/,MIGRATE,
_learning/system-design/hld/module-b8-youtube.md,Concept,Module B8: YouTube,/learning/system-design/hld/module-b8-youtube/,concepts/,/learning/system-design/hld/module-b8-youtube/,MIGRATE,"HTML-heavy (528 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-b9-rate-limiter-notes.md,Concept,Module B9 Notes: Rate Limiter,/learning/system-design/hld/module-b9-notes/,concepts/,/learning/system-design/hld/module-b9-notes/,MIGRATE,
_learning/system-design/hld/module-b9-rate-limiter.md,Concept,Module B9: Rate Limiter,/learning/system-design/hld/module-b9-rate-limiter/,concepts/,/learning/system-design/hld/module-b9-rate-limiter/,MIGRATE,"HTML-heavy (556 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-c1-consensus.md,Concept,Module C1: Consensus Algorithms — Raft & Paxos,/learning/system-design/hld/module-c1-consensus/,concepts/,/learning/system-design/hld/module-c1-consensus/,MIGRATE,"HTML-heavy (511 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-c1-notes.md,Concept,Module C1: Consensus Algorithms — Study Notes,/learning/system-design/hld/module-c1-notes/,concepts/,/learning/system-design/hld/module-c1-notes/,MIGRATE,
_learning/system-design/hld/module-c2-geo-distribution.md,Concept,Module C2: Geo-Distribution & Multi-Region Architecture,/learning/system-design/hld/module-c2-geo-distribution/,concepts/,/learning/system-design/hld/module-c2-geo-distribution/,MIGRATE,"HTML-heavy (531 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-c2-notes.md,Concept,Module C2: Geo-Distribution & Multi-Region — Study Notes,/learning/system-design/hld/module-c2-notes/,concepts/,/learning/system-design/hld/module-c2-notes/,MIGRATE,
